Task,Metric,Score
Question Answering,Exact Match,0.016119402985074627
Question Answering,Token F1,0.5423887885804317
Sentiment Classification,Accuracy,0.37492537313432833
Sentiment Classification,Precision (Macro),0.4803655324216072
Sentiment Classification,Recall (Macro),0.44451560057928624
Sentiment Classification,F1 (Macro),0.3531587068690647
Topic Detection,Accuracy,0.22865671641791044
Topic Detection,Macro-F1,0.28893139210396185
Topic Detection,Micro-F1,0.22865671641791044
